-0.118,1.7
-0.513,1.29
-1.38,0.678
-0.414,-1.28
0.65,1.86
-0.98,-1.49
0.101,0.881
-0.0263,-1.35
0.659,0.913
0.759,0.0328
-0.0782,-1.1
-1.8,0.676
-0.638,-0.752
1.17,0.511
0.651,0.744
0.822,0.501
0.413,0.473
1.95,-1.02
-1.74,0.975
1.69,-0.724
0.225,1.34
-1.7,-0.554
-1.43,0.0281
-0.54,-0.601
-1.42,-1.51
1.72,-0.259
-1.73,-0.242
-0.139,-1.26
-0.425,0.996
0.938,-0.255
-1.82,-0.705
-0.123,1.86
0.317,-0.0233
-0.974,-0.818
1.34,-1.07
-1.69,-0.0461
1.22,0.423
1.39,-0.218
1.05,0.444
0.455,0.877
-0.529,-1.02
0.372,1.6
-0.914,0.317
0.878,-0.856
0.454,1.48
0.36,-0.715
0.977,-1.01
0.801,-0.639
-0.803,1.25
-0.552,-1.18
-0.891,0.593
-1.78,-0.607
-0.352,-0.49
0.875,1.82
-1.04,0.984
1.42,1.49
0.599,1.14
-0.514,-1.07
-0.768,-1.04
1.0,-0.0897
-0.0897,-0.115
0.391,-1.42
1.46,-1.32
-0.355,1.28
0.768,-0.917
-0.0939,1.68
0.371,-1.23
0.171,2.11
-0.305,1.18
1.22,-0.0172
1.84,1.18
-0.83,-1.08
1.64,-0.152
-0.584,1.01
-1.39,-0.474
-1.02,-1.29
0.275,1.18
-0.37,1.48
0.00921,-0.00839
0.0821,-0.398
-0.959,1.08
-1.31,-0.498
-1.68,0.398
-0.264,-0.768
1.8,0.757
0.322,-1.04
-0.214,-1.27
-0.377,-0.617
0.0604,1.64
-0.753,1.1
1.01,-0.437
0.388,0.863
-0.44,-1.3
1.08,-0.133
-1.75,0.722
1.11,-0.106
-1.21,-0.854
-0.113,0.626
0.404,0.00999
0.299,-0.819
0.595,0.429
-0.337,1.85
-0.259,0.996
-0.434,2.24
1.15,0.824
0.913,-0.318
-0.75,-0.881
-0.436,0.821
1.45,0.398
1.14,0.376
-1.78,-0.843
0.553,-0.172
-0.304,1.5
-0.117,1.47
0.578,-0.622
-2.11,0.193
1.16,0.703
1.95,1.09
-1.73,-1.3
-0.886,-1.27
1.24,0.908
0.608,-1.18
-1.12,-1.17
0.168,0.345
-0.124,-1.27
0.563,0.661
1.31,0.208
0.395,0.0856
0.175,-0.345
-1.17,0.564
-0.724,-0.973
-0.336,0.182
-1.18,-0.122
0.134,-0.922
0.385,-0.744
-1.1,-1.17
0.0291,-1.12
-0.509,-0.824
-1.64,0.572
0.418,-0.897
0.934,0.358
0.347,-0.242
-1.39,-0.282
1.47,-0.0839
-1.02,-1.19
-0.72,0.189
-0.56,-1.41
0.0578,-1.32
0.0175,1.47
-0.706,-0.697
0.922,0.93
-0.0697,1.56
0.464,-0.792
-1.22,-0.107
0.332,-0.527
0.483,-1.23
-1.38,-1.08
0.762,0.344
1.01,-0.743
-1.43,1.26
1.0,1.69
0.95,-0.0297
-0.24,1.72
0.313,-1.07
-1.02,-0.296
0.214,-0.45
-1.07,0.00513
-1.3,-1.17
-0.606,3.19
1.18,0.585
0.321,0.393
1.38,-0.244
-0.878,-1.16
-1.55,0.378
1.05,0.453
0.518,1.41
-0.138,-1.03
0.706,1.38
-1.51,-0.626
-1.73,0.87
1.35,1.33
-1.65,-0.723
0.602,1.06
0.418,-1.12
0.354,1.06
0.83,0.692
0.975,0.809
0.799,0.995
-0.0227,0.163
-1.33,-0.0457
-0.116,-1.23
-0.0107,-0.96
-0.395,-0.756
-0.539,-1.21
-0.452,0.524
-0.021,-1.09
1.13,-1.27
-0.0545,-1.45
-0.628,0.601
0.176,-1.11
1.32,0.376
-1.32,0.995
-0.631,-0.914
-0.815,1.18
0.0935,2.1
-0.543,-0.0204
0.294,-1.5
0.234,-0.822
1.19,-1.34
0.529,0.133
0.614,-0.157
1.77,0.013
1.01,1.57
0.544,1.63
-0.309,1.16
-1.28,-1.07
-0.852,-0.59
0.0428,-1.04
1.55,1.1
1.01,0.48
0.35,1.22
0.144,1.56
0.269,0.605
-0.138,0.425
1.22,0.217
-0.763,-0.573
0.123,-1.62
0.215,-1.66
-0.381,-0.917
-0.18,0.595
0.299,1.49
2.35,1.21
0.677,1.03
-1.28,-0.542
-0.768,0.209
-1.25,-0.656
-2.18,-1.88
-1.26,0.23
-0.516,0.831
0.00865,-0.918
1.57,-0.0786
-0.52,1.2
1.64,0.513
-0.776,-1.26
1.79,1.5
0.0914,0.493
-0.298,-0.243
-0.267,1.37
-0.593,-1.58
2.51,1.3
1.16,-0.254
0.332,-0.69
0.92,-0.717
1.05,0.776
-1.2,-1.02
1.71,1.17
-1.65,-2.05
-1.42,-1.4
-0.786,-1.33
1.63,-0.43
0.471,1.39
0.874,-1.41
0.0981,0.465
-0.756,-0.943
-1.31,-0.32
-0.0531,-1.26
-0.446,-0.861
-1.39,0.862
-0.948,-0.982
0.407,1.67
1.23,-2.2
1.29,0.677
0.021,-0.905
0.119,-1.28
0.451,-0.00833
-0.769,-1.46
0.305,1.63
0.517,1.46
0.762,-0.334
0.512,-0.49
0.547,1.15
1.54,-0.749
-0.555,0.908
2.41,1.26
0.406,-0.707
0.695,0.651
-1.13,0.164
-1.3,-0.829
0.545,1.28
1.23,2.19
1.42,0.374
0.845,0.00714
0.945,0.309
0.627,0.234
1.66,1.42
-0.051,-0.972
0.458,-0.157
0.146,-0.151
1.04,0.563
-0.787,-0.113
1.27,-0.747
0.449,0.648
0.923,0.246
1.86,-0.36
1.1,-0.695
0.221,0.147
0.287,-1.45
1.14,0.866
0.582,0.232
0.276,0.397
-1.7,0.422
0.902,0.947
1.08,0.839
0.603,-0.108
-1.62,0.102
0.948,1.41
0.459,1.69
0.824,0.45
-0.779,-1.04
-0.804,0.396
0.487,1.33
1.22,0.247
-0.612,-1.42
-0.295,-1.27
1.49,-0.00779
0.237,-1.26
-0.573,-0.789
-1.81,-0.543
0.352,0.333
0.405,-1.2
-0.265,1.28
0.184,1.7
-0.794,1.07
-1.29,-0.264
0.451,-1.23
0.875,-1.47
1.51,-0.355
0.974,0.898
-0.711,0.465
-0.549,1.03
-1.48,-0.682
0.34,-1.03
-0.439,-0.884
0.896,-1.27
1.02,0.0975
-0.575,-1.62
1.34,-0.261
0.087,-1.28
-0.381,-1.08
-1.15,0.587
-0.969,1.02
-0.921,-1.19
-1.48,0.74
-0.506,-1.2
-0.278,-1.32
-1.1,0.811
-1.77,-0.923
-0.077,1.87
-0.983,1.1
0.643,-0.351
0.785,-0.601
-0.945,-1.43
0.666,1.36
0.527,-0.251
-0.494,-1.22
0.56,0.491
1.55,-0.00546
0.198,-1.19
-0.265,1.71
-0.135,-1.12
0.976,-1.39
-0.0172,-1.03
0.751,0.608
-0.142,1.65
-1.55,-0.61
0.811,0.00911
1.52,0.356
0.133,2.04
0.0544,-1.59
-0.394,-0.253
-1.26,-0.296
0.0343,-1.18
-0.762,-1.11
-1.29,-0.754
-1.59,0.176
0.923,0.933
1.47,-0.0578
-0.146,1.83
-0.0264,-0.952
1.63,0.475
-0.26,-1.23
0.154,-0.653
-0.798,-1.21
1.32,0.218
0.115,-0.443
1.2,0.286
-0.707,-1.43
-0.954,-1.19
1.29,-0.499
-1.75,-1.92
-2.07,-0.521
-1.84,-0.366
-1.06,-1.54
