200.0,245.0,9.0,0.11111111,0.0,1.4999999,0.9222229,1.0555552,0.5074078,16.11111,11.888889,15.0,21.444445,-12.666667,-3.3333333,16.0,21.444445,0.44538036,2.432783
93.0,190.0,9.0,0.0,0.0,5.5000014,1.8226972,2.6111114,3.234651,53.592594,47.333332,66.88889,46.555557,-18.777779,39.88889,-21.11111,66.88889,0.3036015,-2.052546
119.0,153.0,9.0,0.0,0.0,5.0555553,5.539421,0.055555504,0.13608263,3.3703704,3.0,3.8888888,3.2222223,-1.1111112,1.5555556,-0.44444445,3.8888888,0.08501683,-2.2217164
197.0,182.0,9.0,0.0,0.0,2.222222,1.2590424,3.444444,2.8258078,55.851852,50.11111,69.111115,48.333332,-17.222221,39.77778,-22.555555,69.111115,0.30064347,-2.0015576
200.0,13.0,9.0,0.0,0.0,1.7777777,1.8579161,0.27777767,0.25092423,9.296296,6.111111,15.888889,5.888889,-9.555555,19.777779,-10.222222,15.888889,0.63273925,-2.0741334
18.0,142.0,9.0,0.0,0.0,0.77777773,0.65185183,0.2777778,0.15185186,0.5555556,0.11111111,1.3333334,0.22222222,-1.3333334,2.3333333,-1.0,1.3333334,0.41666666,-2.1595633
209.0,249.0,9.0,0.0,0.0,2.4444444,2.3851857,2.8888886,3.8074067,8.555555,8.0,7.5555553,10.111111,-1.6666666,-3.0,4.6666665,10.111111,0.30902183,1.9174206
8.0,226.0,9.0,0.0,0.0,2.8888886,1.9851301,1.111111,0.4554203,18.0,14.0,15.777778,24.222221,-12.0,-6.6666665,18.666666,24.222221,0.424404,2.2730305
228.0,91.0,9.0,0.0,0.0,0.72222227,0.1962963,1.1111112,0.38518512,2.6296296,0.44444445,6.2222223,1.2222222,-6.5555553,10.777778,-4.2222223,6.2222223,0.9398148,-2.2257352
212.0,239.0,9.0,0.0,0.0,1.9444443,1.4516913,2.3333333,2.8205595,10.37037,7.6666665,9.666667,13.777778,-8.111111,-2.1111112,10.222222,13.777778,0.4459687,2.4263785
118.0,109.0,9.0,0.0,0.11111111,3.5555553,2.6555324,3.9999993,3.0840094,13.296296,7.0,22.333334,10.555555,-18.88889,27.11111,-8.222222,22.333334,0.694627,-2.3440928
78.0,100.0,9.0,0.0,0.0,1.5555553,8.296297,2.5555556,8.829631,4.5925927,1.4444444,9.444445,2.8888888,-9.444445,14.555555,-5.111111,9.444445,0.87633204,-2.2805398
39.0,77.0,9.0,0.11111111,0.0,1.8333334,1.811111,2.388889,0.7740743,7.703704,3.2222223,13.111111,6.7777777,-13.444445,16.222221,-2.7777777,13.111111,0.7620489,-2.4674928
189.0,141.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,93.0,9.0,0.0,0.0,1.6111094,0.7722033,2.0555553,1.7309806,62.851852,54.77778,79.22222,54.555557,-24.222221,49.11111,-24.88889,79.22222,0.3155379,-2.0837152
88.0,88.0,9.0,0.0,0.0,0.833333,0.4777776,2.888889,2.3851826,22.148148,21.333334,28.444445,16.666668,-2.4444444,18.88889,-16.444445,28.444445,0.41330814,-1.6537874
70.0,122.0,9.0,0.0,0.0,3.6666667,4.033196,4.111111,3.7810435,19.88889,17.88889,25.11111,16.666668,-6.0,15.666667,-9.666667,26.444445,0.40249237,-1.5402138
241.0,76.0,9.0,0.0,0.0,0.83333206,0.21111444,1.3333334,0.71110994,90.07407,74.55556,116.55556,79.111115,-46.555557,79.44444,-32.88889,116.55556,0.3601942,-2.2080188
66.0,41.0,9.0,0.0,0.0,0.61111194,0.32773077,0.38889185,0.32773316,109.703705,95.111115,128.88889,105.111115,-43.77778,57.555557,-13.777778,128.88889,0.26204562,-2.404745
22.0,87.0,9.0,0.0,0.0,1.8888899,1.2590423,1.1666666,0.62361073,64.03704,55.77778,80.333336,56.0,-24.777779,48.88889,-24.11111,80.333336,0.30969977,-2.105073
77.0,199.0,9.0,0.0,0.0,2.666668,1.8618976,4.666666,3.025815,57.0,50.555557,71.0,49.444443,-19.333334,42.0,-22.666666,71.0,0.30349702,-2.0408664
119.0,115.0,9.0,0.0,0.11111111,2.4444444,1.5729189,5.0,2.9363625,7.5555553,3.5555556,12.888889,6.2222223,-12.0,16.0,-4.0,12.888889,0.7672355,-2.3909924
120.0,136.0,9.0,0.0,0.0,0.61111116,0.4185187,1.0000001,0.4444444,6.259259,7.7777777,7.2222223,3.7777777,4.5555553,2.8888888,-7.4444447,8.0,0.52954143,-0.92460656
244.0,134.0,9.0,0.11111111,0.0,2.1111126,1.1287498,1.0000006,0.7302964,44.703705,37.11111,58.22222,38.77778,-22.777779,40.555557,-17.777779,58.22222,0.36128438,-2.1753492
76.0,134.0,9.0,0.11111111,0.0,2.5555546,1.4401643,1.4444441,0.54433167,48.925926,41.88889,63.11111,41.77778,-21.11111,42.555557,-21.444445,63.11111,0.3411113,-2.0869143
92.0,68.0,9.0,0.0,0.0,1.0555573,0.15185204,0.7777786,0.6518519,125.77778,115.666664,141.0,120.666664,-30.333334,45.666668,-15.333333,141.0,0.17962871,-2.3006182
17.0,85.0,9.0,0.11111111,0.0,0.8888889,0.72008216,1.111111,0.7200825,1.7777778,0.44444445,3.4444444,1.4444444,-4.0,5.0,-1.0,3.4444444,0.912963,-2.3776238
2.0,245.0,9.0,0.0,0.0,1.8888888,2.162963,3.1666667,3.2777781,6.4074073,6.2222223,6.0,7.0,-0.5555556,-1.2222222,1.7777778,7.2222223,0.19104938,1.7566451
164.0,49.0,9.0,0.0,0.0,1.1666654,0.43333474,1.4999987,0.30000052,126.18519,116.333336,141.77779,120.44444,-29.555555,46.77778,-17.222221,141.77779,0.1794131,-2.2637377
107.0,21.0,9.0,0.0,0.0,0.66666156,0.51639783,1.1666666,0.4082483,126.77778,115.77778,141.88889,122.666664,-33.0,45.333332,-12.333333,141.88889,0.18402189,-2.3703718
130.0,145.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
